city,lat,lng,iso2,admin_name
Prince Albert,53.2,-105.75,CA,Saskatchewan
Moose Jaw,50.4,-105.55,CA,Saskatchewan
Powell River,49.8837,-124.55,CA,British Columbia
Pangnirtung,66.1333,-65.75,CA,Nunavut
Nelson,49.4837,-117.2833,CA,British Columbia
Peace River,56.2333,-117.2833,CA,Alberta
Cobalt,47.3837,-79.6833,CA,Ontario
New Glasgow,45.5833,-62.6333,CA,Nova Scotia
Arctic Bay,73.0333,-85.1666,CA,Nunavut
Burwash Landing,61.3504,-139,CA,Yukon
Saint-Georges,46.1171,-70.6667,CA,Québec
Vancouver,49.2734,-123.1216,CA,British Columbia
Medicine Hat,50.0333,-110.6833,CA,Alberta
Port Hope Simpson,52.5333,-56.3,CA,Newfoundland and Labrador
Deer Lake,49.1744,-57.4269,CA,Newfoundland and Labrador
Vegreville,53.5,-112.05,CA,Alberta
Bella Bella,52.1484,-128.1173,CA,British Columbia
Rankin Inlet,62.8167,-92.0953,CA,Nunavut
Owen Sound,44.5666,-80.85,CA,Ontario
Lac La Biche,54.7719,-111.9647,CA,Alberta
Hopedale,55.45,-60.2167,CA,Newfoundland and Labrador
Norway House,53.9666,-97.8333,CA,Manitoba
Coral Harbour,64.1538,-83.1766,CA,Nunavut
Kugluktuk,67.7987,-115.1254,CA,Nunavut
Norman Wells,65.2837,-126.85,CA,Northwest Territories
Fort Resolution,61.1666,-113.683,CA,Northwest Territories
Fort McPherson,67.4915,-134.895,CA,Northwest Territories
Forteau,51.4504,-56.95,CA,Newfoundland and Labrador
Kuujjuaq,58.1,-68.4,CA,Québec
Cape Dorset,64.3125,-76.5386,CA,Nunavut
Cartwright,53.7014,-57.0121,CA,Newfoundland and Labrador
Flin Flon,54.7666,-101.8833,CA,Manitoba
Holman,70.7334,-117.75,CA,Northwest Territories
Pembroke,45.8503,-77.1166,CA,Ontario
Baker Lake,64.317,-96.0167,CA,Nunavut
Moosonee,51.2806,-80.658,CA,Ontario
Dryden,49.7833,-92.8333,CA,Ontario
Corner Brook,48.95,-57.9333,CA,Newfoundland and Labrador
Kelowna,49.9,-119.4833,CA,British Columbia
Fort Smith,60,-111.8833,CA,Northwest Territories
Fort Severn,55.9833,-87.65,CA,Ontario
Mont-Laurier,46.5504,-75.5,CA,Québec
Channel-Port aux Basques,47.567,-59.15,CA,Newfoundland and Labrador
Kindersley,51.467,-109.1333,CA,Saskatchewan
Igloolik,69.2565,-81.7936,CA,Nunavut
Hudson Bay,52.8504,-102.3833,CA,Saskatchewan
Courtenay,49.6833,-125,CA,British Columbia
Mistassini,50.4171,-73.8666,CA,Québec
Kingston,44.2337,-76.4833,CA,Ontario
Eastmain,52.2333,-78.5167,CA,Québec
Baie-Comeau,49.2227,-68.158,CA,Québec
North Bay,46.3,-79.45,CA,Ontario
North Battleford,52.7666,-108.2833,CA,Saskatchewan
Grise Fiord,76.4417,-82.95,CA,Nunavut
Hay River,60.85,-115.7,CA,Northwest Territories
Stony Rapids,59.2666,-105.8333,CA,Saskatchewan
Hinton,53.4,-117.5834,CA,Alberta
Toronto,43.7,-79.42,CA,Ontario
Edmonton,53.55,-113.5,CA,Alberta
Gjoa Haven,68.6333,-95.9167,CA,Nunavut
Fort Simpson,61.85,-121.3333,CA,Northwest Territories
Repulse Bay,66.5295,-86.2829,CA,Nunavut
Lethbridge,49.7005,-112.8333,CA,Alberta
Sudbury,46.5,-80.9666,CA,Ontario
Swift Current,50.2837,-107.7666,CA,Saskatchewan
Regina,50.45,-104.617,CA,Saskatchewan
Cornwall,45.0171,-74.7333,CA,Ontario
Taloyoak,69.5333,-93.5333,CA,Nunavut
Tuktoyaktuk,69.4548,-133.0492,CA,Northwest Territories
Deer Lake,52.617,-94.0666,CA,Ontario
London,42.97,-81.25,CA,Ontario
Natashquan,50.1913,-61.8107,CA,Québec
Cap-Chat,49.1,-66.6833,CA,Québec
Orillia,44.6,-79.4167,CA,Ontario
Kenora,49.7667,-94.4666,CA,Ontario
Barrie,44.3838,-79.7,CA,Ontario
Sherbrooke,45.4,-71.9,CA,Québec
St. Anthony,51.3837,-55.6,CA,Newfoundland and Labrador
Rigolet,54.1766,-58.4473,CA,Newfoundland and Labrador
Fort Good Hope,66.2666,-128.6333,CA,Northwest Territories
La Scie,49.967,-55.583,CA,Newfoundland and Labrador
Fort St. John,56.25,-120.8333,CA,British Columbia
Marathon,48.7504,-86.3667,CA,Ontario
Gaspe,48.8373,-64.4934,CA,Québec
Nelson House,55.8005,-98.85,CA,Manitoba
Lillooet,50.6837,-121.9333,CA,British Columbia
Fort McMurray,56.7333,-111.3833,CA,Alberta
Jasper,52.8833,-118.0834,CA,Alberta
Buchans,48.817,-56.8666,CA,Newfoundland and Labrador
Stettler,52.333,-112.6833,CA,Alberta
La Ronge,55.1,-105.3,CA,Saskatchewan
Brochet,57.8832,-101.6666,CA,Manitoba
Baddeck,46.1,-60.754,CA,Nova Scotia
Pond Inlet,72.685,-78.0001,CA,Nunavut
St-Augustin,51.2423,-58.647,CA,Québec
Gimli,50.6333,-97,CA,Manitoba
Red Lake,51.0337,-93.8333,CA,Ontario
Stephenville,48.5504,-58.5666,CA,Newfoundland and Labrador
Ennadai,61.1333,-100.8833,CA,Nunavut
Happy Valley - Goose Bay,53.3,-60.3,CA,Newfoundland and Labrador
Williams Lake,52.1166,-122.15,CA,British Columbia
Prince Rupert,54.3167,-130.33,CA,British Columbia
Chilliwack,49.1666,-121.95,CA,British Columbia
Radisson,53.7836,-77.6166,CA,Québec
Churchill,58.766,-94.166,CA,Manitoba
Port Hardy,50.7171,-127.5,CA,British Columbia
Penticton,49.5004,-119.5833,CA,British Columbia
Drummondville,45.8833,-72.4834,CA,Québec
Brandon,49.8333,-99.95,CA,Manitoba
Argentia,47.3004,-53.99,CA,Newfoundland and Labrador
Kimmirut,62.85,-69.8833,CA,Nunavut
Wiarton,44.7337,-81.1333,CA,Ontario
Ottawa,45.4167,-75.7,CA,Ontario
Fort Chipewyan,58.7171,-111.15,CA,Alberta
Fort Nelson,58.8167,-122.533,CA,British Columbia
Lynn Lake,56.85,-101.05,CA,Manitoba
Weyburn,49.6666,-103.85,CA,Saskatchewan
Burns Lake,54.217,-125.7666,CA,British Columbia
Nain,56.5474,-61.686,CA,Newfoundland and Labrador
Prince George,53.9167,-122.7667,CA,British Columbia
Cochrane,49.067,-81.0166,CA,Ontario
Nipigon,49.017,-88.25,CA,Ontario
Riviere-du-Loup,47.8333,-69.5333,CA,Québec
St.-Jerome,45.7666,-74,CA,Québec
Geraldton,49.7166,-86.9666,CA,Ontario
New Liskeard,47.5,-79.6666,CA,Ontario
Cat Lake,51.717,-91.8,CA,Ontario
Tofino,49.1521,-125.9031,CA,British Columbia
Tsiigehtchic,67.4333,-133.75,CA,Northwest Territories
Thompson,55.7499,-97.8666,CA,Manitoba
Abbotsford,49.0504,-122.3,CA,British Columbia
Trois Rivieres,46.35,-72.5499,CA,Québec
Peterborough,44.3,-78.3333,CA,Ontario
Amos,48.5666,-78.1167,CA,Québec
Chapleau,47.8337,-83.4,CA,Ontario
Athabasca,54.717,-113.2666,CA,Alberta
Red Deer,52.2666,-113.8,CA,Alberta
Belleville,44.1667,-77.3833,CA,Ontario
Kapuskasing,49.4167,-82.4333,CA,Ontario
Sioux Lookout,50.263,-91.9166,CA,Ontario
Winnipeg,49.883,-97.166,CA,Manitoba
Lake Louise,51.4337,-116.1833,CA,Alberta
Banff,51.178,-115.5719,CA,Alberta
Doline,65.1833,-123.4167,CA,Northwest Territories
Cambridge Bay,69.117,-105.0333,CA,Nunavut
Biggar,52.0504,-107.9833,CA,Saskatchewan
Nanaimo,49.146,-123.9343,CA,British Columbia
Val d'Or,48.1166,-77.7666,CA,Québec
Hall Beach,68.7675,-81.2361,CA,Nunavut
Oxford House,54.9504,-95.2666,CA,Manitoba
The Pas,53.8166,-101.2333,CA,Manitoba
Meander River,59.0333,-117.683,CA,Alberta
Bathurst,47.6,-65.65,CA,New Brunswick
Windsor,44.9806,-64.1291,CA,Nova Scotia
Victoriaville,46.0504,-71.9667,CA,Québec
Brockville,44.5893,-75.6953,CA,Ontario
Hamilton,43.25,-79.83,CA,Ontario
Kitchener,43.45,-80.5,CA,Ontario
Victoria,48.4333,-123.35,CA,British Columbia
Orangeville,43.9171,-80.0833,CA,Ontario
Sandspit,53.2404,-131.8333,CA,British Columbia
Wawa,48.0004,-84.7833,CA,Ontario
Kangirsuk,60.0248,-69.9991,CA,Québec
Shawinigan,46.5504,-72.7333,CA,Québec
Hearst,49.7005,-83.6666,CA,Ontario
Pukatawagan,55.7333,-101.3166,CA,Manitoba
Arviat,61.1086,-94.0586,CA,Nunavut
Matagami,49.7504,-77.6333,CA,Québec
Saint John,45.267,-66.0767,CA,New Brunswick
Inuvik,68.35,-133.7,CA,Northwest Territories
Chesterfield Inlet,63.3383,-90.7001,CA,Nunavut
Rouyn-Noranda,48.25,-79.0332,CA,Québec
Liverpool,44.04,-64.72,CA,Nova Scotia
Montreal,45.5,-73.5833,CA,Québec
Shelburne,43.7656,-65.3194,CA,Nova Scotia
Yarmouth,43.8308,-66.1126,CA,Nova Scotia
Salluit,62.1826,-75.6595,CA,Québec
Ivugivik,62.4166,-77.9,CA,Québec
Quebec,46.84,-71.2456,CA,Québec
Dawson City,64.0666,-139.4167,CA,Yukon
Moncton,46.0833,-64.7667,CA,New Brunswick
Digby,44.6226,-65.7605,CA,Nova Scotia
Fredericton,45.95,-66.6333,CA,New Brunswick
Dease Lake,58.4503,-130.0333,CA,British Columbia
Charlottetown,46.2493,-63.1313,CA,Prince Edward Island
Inukjuak,58.47,-78.136,CA,Québec
Sarnia,42.9666,-82.4,CA,Ontario
Edmundston,47.3794,-68.3333,CA,New Brunswick
Windsor,42.3333,-83.0333,CA,Ontario
Joliette,46.0333,-73.4333,CA,Québec
Amherst,45.8166,-64.2166,CA,Nova Scotia
Sept-Iles,50.3161,-66.36,CA,Québec
Kimpese,-5.5496,14.4333,CD,Kongo Central
Uvira,-3.37,29.14,CD,Sud-Kivu
Mbandaka,0.04,18.26,CD,Équateur
Boma,-5.83,13.05,CD,Kongo Central
Basankusu,1.2337,19.8,CD,Équateur
Moanda,-5.9229,12.355,CD,Kongo Central
Lubutu,-0.7329,26.5833,CD,Maniema
Mbanza-Ngungu,-5.2496,14.86,CD,Kongo Central
Kasongo,-4.45,26.66,CD,Maniema
Tshela,-4.9696,12.93,CD,Kongo Central
Buluko,-0.757,28.528,CD,Nord-Kivu
Beni,0.4904,29.45,CD,Nord-Kivu
Kampene,-3.5995,26.67,CD,Maniema
Goma,-1.6788,29.2218,CD,Nord-Kivu
Mwenga,-3.0382,28.4325,CD,Sud-Kivu
Kalima,-2.5096,26.43,CD,Maniema
Kindu,-2.9639,25.91,CD,Maniema
Bukavu,-2.51,28.84,CD,Sud-Kivu
Butembo,0.13,29.28,CD,Nord-Kivu
Mbuji-Mayi,-6.15,23.6,CD,Kasaï Oriental
Kinshasa,-4.3297,15.315,CD,Kinshasa
Kasangulu,-4.5796,15.18,CD,Kongo Central
Tshikapa,-6.41,20.77,CD,Kasaï
Aketi,2.7405,23.78,CD,Bas-Uélé
Dibaya,-6.5095,22.87,CD,Kasaï Central
Luebo,-5.3495,21.41,CD,Kasaï
Buta,2.82,24.74,CD,Bas-Uélé
Ilebo,-4.3196,20.61,CD,Kasaï
Kananga,-5.89,22.4,CD,Kasaï Central
Bondo,3.81,23.67,CD,Bas-Uélé
Mweka,-4.8396,21.57,CD,Kasaï
Demba,-5.5096,22.26,CD,Kasaï Central
Isiro,2.76,27.62,CD,Haut-Uélé
Wamba,2.1404,27.99,CD,Haut-Uélé
Kamina,-8.73,25.01,CD,Haut-Lomami
Bukama,-9.2096,25.84,CD,Haut-Lomami
Watsa,3.04,29.53,CD,Haut-Uélé
Kaniama,-7.5696,24.17,CD,Haut-Lomami
Mongbwalu,1.9504,30.0333,CD,Ituri
Bunia,1.5604,30.24,CD,Ituri
Binga,2.3834,20.42,CD,Mongala
Bongandanga,1.5104,21.05,CD,Mongala
Lubumbashi,-11.68,27.48,CD,Haut-Katanga
Lisala,2.14,21.51,CD,Mongala
Gbadolite,4.2904,21.0199,CD,Nord-Ubangi
Kipushi,-11.7596,27.25,CD,Haut-Katanga
Bumba,2.19,22.46,CD,Mongala
Kasongo-Lunda,-6.4796,16.83,CD,Kwango
Businga,3.3404,20.87,CD,Nord-Ubangi
Luanza,-8.6996,28.7,CD,Haut-Katanga
Kahemba,-7.2829,19,CD,Kwango
Likasi,-10.97,26.78,CD,Haut-Katanga
Kambove,-10.8696,26.6,CD,Haut-Katanga
Lusanga,-5.5829,16.5167,CD,Kwango
Bosobolo,4.1904,19.88,CD,Nord-Ubangi
Bafwasende,1.0838,27.2666,CD,Tshopo
Kongolo,-5.3795,26.98,CD,Tanganyika
Basoko,1.2404,23.59,CD,Tshopo
Kisangani,0.52,25.22,CD,Tshopo
Manono,-7.3,27.45,CD,Tanganyika
Mushie,-3.0196,16.92,CD,Mai-Ndombe
Inongo,-1.94,18.28,CD,Mai-Ndombe
Zongo,4.3303,18.615,CD,Sud-Ubangi
Kenge,-4.8296,16.8999,CD,Kwango
Boende,-0.2196,20.86,CD,Tshuapa
Yangambi,0.7704,24.43,CD,Tshopo
Gemena,3.26,19.77,CD,Sud-Ubangi
Moba,-7.0596,29.72,CD,Tanganyika
Libenge,3.6604,18.62,CD,Sud-Ubangi
Kalemie,-5.9333,29.2,CD,Tanganyika
Nyunzu,-5.9496,28.0167,CD,Tanganyika
Kabalo,-6.0496,26.91,CD,Tanganyika
Bolobo,-2.1595,16.24,CD,Mai-Ndombe
Ikela,-1.1829,23.2666,CD,Tshuapa
Kikwit,-5.03,18.85,CD,Kwilu
Lubao,-5.3896,25.75,CD,Lomami
Gandajika,-6.7396,23.96,CD,Lomami
Lusambo,-4.9696,23.43,CD,Sankuru
Kolwezi,-10.7167,25.4724,CD,Lualaba
Kasaji,-10.3662,23.45,CD,Lualaba
Kabinda,-6.1296,24.48,CD,Lomami
Bandundu,-3.31,17.38,CD,Kwilu
Mwene-Ditu,-7,23.44,CD,Lomami
Lodja,-3.4896,23.42,CD,Sankuru
Dilolo,-10.6996,22.3333,CD,Lualaba
Bulungu,-4.5496,18.6,CD,Kwilu
Mangai,-4.0396,19.53,CD,Kwilu
Matadi,-5.8166,13.45,CD,Kongo Central
Bangui,4.3666,18.5583,CF,Bangui
Nola,3.5337,16.0666,CF,Sangha-Mbaéré
Bozoum,6.317,16.3833,CF,Ouham-Pendé
Bambari,5.762,20.6672,CF,Ouaka
Mobaye,4.32,21.18,CF,Basse-Kotto
Bimbo,4.329,18.5284,CF,Ombella-Mpoko
Kaga Bandoro,6.9804,19.18,CF,Nana-Grébizi
Sibut,5.7338,19.0833,CF,Kémo
Carnot,4.9337,15.8666,CF,
Bouar,5.95,15.6,CF,Nana-Mambéré
Berberati,4.25,15.78,CF,Mambéré-Kadéï
Zemio,5.0337,25.1333,CF,
Yakossi,5.617,23.3167,CF,
Ouadda,8.0671,22.4,CF,Haute-Kotto
Obo,5.4,26.5,CF,Haut-Mbomou
Bangassou,4.7338,22.8166,CF,Mbomou
Mbaiki,3.8704,18,CF,Lobaye
Bossembele,5.267,17.65,CF,Ombella-Mpoko
Bossangoa,6.4837,17.45,CF,Ouham
Ndele,8.4091,20.653,CF,Bamingui-Bangoran
Bria,6.5333,21.9833,CF,Haute-Kotto
Birao,10.2837,22.7833,CF,Vakaga
Brazzaville,-4.2592,15.2847,CG,Brazzaville
Sembe,1.6404,14.58,CG,Sangha
Kayes,-4.18,13.28,CG,Bouenza
Impfondo,1.6404,18.04,CG,Likouala
Djambala,-2.5396,14.75,CG,Plateaux
Moloundou,2.0337,15.2167,CG,Sangha
Ouesso,1.61,16.05,CG,Sangha
Sibiti,-3.6896,13.35,CG,Lékoumou
Ewo,-0.8796,14.82,CG,Cuvette-Ouest
Makoua,-0.0096,15.64,CG,Cuvette
Gamboma,-1.8795,15.85,CG,Plateaux
Madingou,-4.164,13.554,CG,Bouenza
Kinkala,-4.356,14.762,CG,Pool
Mossendjo,-2.9396,12.72,CG,Niari
Owando,-0.4796,15.92,CG,Cuvette
Loubomo,-4.1796,12.67,CG,Niari
Loango,-4.6519,11.8125,CG,Kouilou
Pointe-Noire,-4.77,11.88,CG,Pointe-Noire
Schaffhausen,47.6973,8.6349,CH,Schaffhausen
Aarau,47.3896,8.0524,CH,Aargau
Glarus,47.05,9.0667,CH,Glarus
Zurich,47.38,8.55,CH,Zürich
Delemont,47.3664,7.329,CH,Jura
Liestal,47.483,7.737,CH,Basel-Landschaft
Basel,47.5804,7.59,CH,Basel-Stadt
Solothurn,47.2066,7.5166,CH,Solothurn
Fribourg,46.8,7.15,CH,Fribourg
Zug,47.179,8.487,CH,Zug
Chur,46.85,9.5,CH,Graubünden
Sarnen,46.899,8.243,CH,Obwalden
Schwyz,47.02,8.648,CH,Schwyz
Luzern,47.0504,8.28,CH,Luzern
Neuchatel,46.999,6.923,CH,Neuchâtel
Altdorf,46.879,8.638,CH,Uri
Biel,47.1666,7.25,CH,Bern
Geneva,46.21,6.14,CH,Genève
Lausanne,46.5304,6.65,CH,Vaud
Bern,46.9167,7.467,CH,Bern
Stans,46.95,8.3833,CH,Nidwalden
Saint Gallen,47.423,9.362,CH,Sankt Gallen
Appenzell,47.3333,9.4167,CH,Appenzell Innerrhoden
Herisau,47.3833,9.2833,CH,Appenzell Ausserrhoden
Frauenfeld,47.568,9.108,CH,Thurgau
Lugano,46.0004,8.9667,CH,Ticino
Bellinzona,46.197,9.02,CH,Ticino
Sion,46.239,7.354,CH,Valais
Schaffhausen,47.706,8.633,CH,Schaffhausen
Aarau,47.39,8.034,CH,Aargau
Delemont,47.37,7.345,CH,Jura
Solothurn,47.212,7.537,CH,Solothurn
Soubre,5.7904,-6.61,CI,Bas-Sassandra
Bouake,7.69,-5.03,CI,Vallée du Bandama
Man,7.4004,-7.55,CI,Montagnes
San-Pedro,4.7704,-6.64,CI,Bas-Sassandra
Korhogo,9.46,-5.64,CI,Savanes
Odienne,9.5104,-7.58,CI,Denguélé
Bondoukou,8.0304,-2.8,CI,Zanzan
Agboville,5.9403,-4.28,CI,Lagunes
Dabou,5.3204,-4.3899,CI,Lagunes
Abidjan,5.32,-4.04,CI,Abidjan
Yamoussoukro,6.8184,-5.2755,CI,Yamoussoukro
Gagnoa,6.1504,-5.88,CI,Gôh-Djiboua
Abengourou,6.7304,-3.49,CI,Comoé
Dimbokro,6.6505,-4.71,CI,Lacs
Daloa,6.89,-6.45,CI,Sassandra-Marahoué
Seguela,7.9504,-6.67,CI,Woroba
Aboisso,5.4667,-3.2,CI,Comoé
Guiglo,6.5505,-7.49,CI,Montagnes
Toumodi,6.552,-5.019,CI,Lacs
Grand Bassam,5.2004,-3.75,CI,Comoé
Sassandra,4.9504,-6.0833,CI,Bas-Sassandra
Divo,5.839,-5.36,CI,Gôh-Djiboua
Touba,8.28,-7.684,CI,Woroba
Ferkessedougou,9.6004,-5.2,CI,Savanes
Bangolo,7.0123,-7.4864,CI,Montagnes
Bouafle,6.978,-5.748,CI,Sassandra-Marahoué
Avarua,-21.25,-159.75,CK,
Diego de Almagro,-26.3696,-70.05,CL,Atacama
Santiago,-33.45,-70.667,CL,Región Metropolitana
Chanaral,-29.03,-71.43,CL,Atacama
Rancagua,-34.17,-70.74,CL,Libertador General Bernardo O’Higgins
Concepcion,-36.83,-73.05,CL,Biobío
Victoria,-38.2395,-72.34,CL,Araucanía
Lonquimay,-38.4333,-71.2333,CL,Araucanía
Talca,-35.455,-71.67,CL,Maule
Arica,-18.5,-70.29,CL,Arica y Parinacota
Talcahuano,-36.7167,-73.1167,CL,Biobío
Curanilahue,-37.48,-73.34,CL,Biobío
Lota,-37.0896,-73.16,CL,Biobío
Coronel,-37.03,-73.16,CL,Biobío
Vicuna,-30.0295,-70.74,CL,Coquimbo
Tolten,-39.2166,-73.2123,CL,Araucanía
Temuco,-38.73,-72.58,CL,Araucanía
Carahue,-38.7095,-73.17,CL,Araucanía
Quirihue,-36.28,-72.53,CL,Biobío
La Serena,-29.9,-71.25,CL,Coquimbo
Loncoche,-39.37,-72.63,CL,Araucanía
Nueva Imperial,-38.74,-72.96,CL,Araucanía
Chonchi,-42.61,-73.8099,CL,Los Lagos
Punta Arenas,-53.165,-70.94,CL,Magallanes y de la Antártica Chilena
Iquique,-20.25,-70.13,CL,Tarapacá
Maria Elena,-22.35,-69.67,CL,Antofagasta
Combarbala,-31.18,-71,CL,Coquimbo
Huasco,-28.4696,-71.22,CL,Atacama
Salamanca,-31.7796,-70.98,CL,Coquimbo
Caldera,-27.0696,-70.83,CL,Atacama
Taltal,-25.4,-70.47,CL,Antofagasta
Constitucion,-35.3296,-72.42,CL,Maule
Antofagasta,-23.65,-70.4,CL,Antofagasta
Chuquicamata,-22.32,-68.93,CL,Antofagasta
Toconao,-23.1829,-68.0166,CL,Antofagasta
Valdivia,-39.795,-73.245,CL,Los Ríos
Copiapo,-27.36,-70.34,CL,Atacama
Santa Barbara,-37.67,-72.02,CL,Biobío
Los Lagos,-39.8495,-72.83,CL,Los Ríos
Vina del Mar,-33.03,-71.54,CL,Valparaíso
Valparaiso,-33.0478,-71.621,CL,Valparaíso
Collipulli,-37.96,-72.43,CL,Araucanía
Villarica,-39.28,-72.23,CL,Araucanía
Tierra Amarilla,-27.48,-70.28,CL,Atacama
Lagunas,-20.9829,-69.6833,CL,Tarapacá
Coihaique,-45.57,-72.07,CL,Aysén
Cuya,-19.1167,-70.1333,CL,Arica y Parinacota
Mejillones,-23.1,-70.45,CL,Antofagasta
Rio Verde,-52.65,-71.4666,CL,Magallanes y de la Antártica Chilena
Villa O'Higgins,-48.4679,-72.56,CL,Aysén
Quellon,-43.0996,-73.6,CL,Los Lagos
La Ligua,-32.46,-71.24,CL,Valparaíso
Quillota,-32.88,-71.26,CL,Valparaíso
Tocopilla,-22.09,-70.19,CL,Antofagasta
Calama,-22.45,-68.92,CL,Antofagasta
Vallenar,-28.57,-70.76,CL,Atacama
San Bernardo,-33.6,-70.7,CL,Región Metropolitana
Pozo Almonte,-20.2696,-69.8,CL,Tarapacá
Coquimbo,-29.9529,-71.3436,CL,Coquimbo
Ovalle,-30.59,-71.2001,CL,Coquimbo
Illapel,-31.6296,-71.17,CL,Coquimbo
San Felipe,-32.75,-70.72,CL,Valparaíso
Los Andes,-32.8296,-70.6,CL,Valparaíso
San Antonio,-33.5995,-71.61,CL,Valparaíso
Pichilemu,-34.38,-72,CL,Libertador General Bernardo O’Higgins
San Fernando,-34.58,-70.99,CL,Libertador General Bernardo O’Higgins
Linares,-35.84,-71.59,CL,Maule
Cauquenes,-35.96,-72.32,CL,Maule
Chillan,-36.6,-72.106,CL,Biobío
Los Angeles,-37.46,-72.36,CL,Biobío
Angol,-37.79,-72.71,CL,Araucanía
Lebu,-37.6096,-73.65,CL,Biobío
Osorno,-40.57,-73.16,CL,Los Lagos
Castro,-42.4808,-73.7623,CL,Los Lagos
Puerto Aisen,-45.3999,-72.7,CL,Aysén
Cochrane,-47.2663,-72.5499,CL,Aysén
Puerto Williams,-54.9333,-67.6167,CL,Magallanes y de la Antártica Chilena
Puerto Natales,-51.7183,-72.5117,CL,Magallanes y de la Antártica Chilena
Curico,-34.98,-71.24,CL,Maule
Ancud,-41.87,-73.83,CL,Los Lagos
Puerto Montt,-41.47,-72.93,CL,Los Lagos
Puerto Varas,-41.33,-72.99,CL,Los Lagos
Calbuco,-41.7522,-73.1416,CL,Los Lagos
Rio Bueno,-40.34,-72.96,CL,Los Ríos
La Union,-40.29,-73.09,CL,Los Ríos
Yaounde,3.8667,11.5167,CM,Centre
Bertoua,4.5804,13.68,CM,Est
Bafia,4.7504,11.23,CM,Centre
Mbalmayo,3.5204,11.5,CM,Centre
Kontcha,7.967,12.2333,CM,Adamaoua
Mbe,7.8504,13.6,CM,Nord
Kribi,2.9404,9.91,CM,Sud
Edea,3.8005,10.12,CM,Littoral
Belabo,4.9337,13.3,CM,Est
Meiganga,6.5205,14.29,CM,Adamaoua
Maroua,10.5956,14.3247,CM,Extrême-Nord
Eseka,3.6504,10.7666,CM,Centre
Ebolowa,2.9,11.15,CM,Sud
Ngaoundere,7.3204,13.58,CM,Adamaoua
Batouri,4.4337,14.3666,CM,Est
Abong Mbang,3.9837,13.1833,CM,Est
Limbe,4.0304,9.19,CM,South-West
Kumba,4.6404,9.44,CM,South-West
Buea,4.155,9.231,CM,South-West
Nkongsamba,4.9604,9.94,CM,Littoral
Douala,4.0604,9.71,CM,Littoral
Kumbo,6.2204,10.68,CM,North-West
Eyumojok,5.7504,8.9833,CM,South-West
Wum,6.4004,10.07,CM,North-West
Bafoussam,5.4904,10.4099,CM,Ouest
Bafang,5.1704,10.18,CM,Ouest
Garoua,9.3,13.39,CM,Nord
Guider,9.9304,13.94,CM,Nord
Tibati,6.467,12.6333,CM,Adamaoua
Foumban,5.7304,10.9,CM,Ouest
Bamenda,5.96,10.15,CM,North-West
Lupanshui,26.5944,104.8333,CN,Guizhou
Fengcheng,28.2004,115.77,CN,Jiangxi
Yulin,22.63,110.15,CN,Guangxi
Shishou,29.7004,112.4,CN,Hubei
Yantai,37.5304,121.4,CN,Shandong
Yishui,35.7904,118.62,CN,Shandong
Zibo,36.8,118.05,CN,Shandong
Shanghai,31.2165,121.4365,CN,Shanghai
Weifang,36.7204,119.1001,CN,Shandong
Yongzhou,26.2304,111.62,CN,Hunan
Zunyi,27.7,106.92,CN,Guizhou
Wuyuan,41.0896,108.2722,CN,Inner Mongolia
Shuangcheng,45.3503,126.28,CN,Heilongjiang
Shijianzhuang,38.05,114.48,CN,Hebei
Qinhuangdao,39.9304,119.62,CN,Hebei
Guangshui,31.6204,114,CN,Hubei
Nanchang,28.68,115.88,CN,Jiangxi
Nehe,48.49,124.88,CN,Heilongjiang
Shangqiu,34.4504,115.65,CN,Henan
Hengshui,37.72,115.7,CN,Hebei
Xiaogan,30.9204,113.9,CN,Hubei
Xiangtan,27.8504,112.9,CN,Hunan
Xian,34.275,108.895,CN,Shaanxi
Tianjin,39.13,117.2,CN,Tianjin
Daqing,46.58,125,CN,Heilongjiang
Taian,36.2,117.1201,CN,Shandong
Nangong,37.3704,115.37,CN,Hebei
Shizuishan,39.2333,106.769,CN,Ningxia
Changsha,28.2,112.97,CN,Hunan
Shenyeng,41.805,123.45,CN,Liaoning
Panshi,42.9426,126.0561,CN,Jilin
Jilin,43.85,126.55,CN,Jilin
Macheng,31.18,115.03,CN,Hubei
Mishan,45.5504,131.88,CN,Heilongjiang
Hengyang,26.88,112.59,CN,Hunan
Keshan,48.0263,125.866,CN,Heilongjiang
Haikou,20.05,110.32,CN,Hainan
Hohhot,40.82,111.66,CN,Inner Mongolia
Xinyang,32.1304,114.07,CN,Henan
Lhasa,29.645,91.1,CN,Tibet
Huinan,42.6229,126.2614,CN,Jilin
Zaozhuang,34.88,117.57,CN,Shandong
Laiwu,36.2004,117.66,CN,Shandong
Suzhou,33.6361,116.9789,CN,Anhui
Xiantao,30.3704,113.44,CN,Hubei
Kunming,25.07,102.68,CN,Yunnan
Yiyang,28.6004,112.33,CN,Hunan
Anshan,41.115,122.94,CN,Liaoning
Bugt,48.7838,121.9334,CN,Inner Mongolia
Chaoyang,41.5504,120.42,CN,Liaoning
Fujin,47.2704,132.02,CN,Heilongjiang
Chengdu,30.67,104.07,CN,Sichuan
Dunhua,43.3505,128.22,CN,Jilin
Manzhouli,49.6,117.43,CN,Inner Mongolia
Fuyang,32.9004,115.82,CN,Anhui
Xingyi,25.0904,104.89,CN,Guizhou
Harbin,45.75,126.65,CN,Heilongjiang
Danjiangkou,32.52,111.5,CN,Hubei
